frequency,monetary,recency
1,23.9,487
1,169.99,339
1,36.9,504
1,119.99,557
1,79.9,133
1,69.9,180
1,49.9,27
1,119.85,27
1,99.7,474
1,58.99,112
1,39.9,516
1,149.97,47
1,119.0,73
1,99.9,584
1,199.0,166
1,269.0,87
1,830.0,85
1,24.99,121
1,69.0,465
1,118.0,268
1,180.0,170
1,179.49,176
1,199.98,207
1,146.01,25
1,117.0,343
1,69.9,550
1,199.0,22
1,38.99,75
1,59.9,384
1,79.0,540
1,18.99,324
1,48.9,27
1,69.0,459
1,29.9,403
1,89.99,285
1,465.38,24
1,82.9,305
1,29.99,185
1,89.8,119
1,119.0,168
1,299.99,344
1,49.9,153
1,163.0,405
1,22.9,212
1,9.99,313
1,79.9,313
1,132.9,342
1,40.0,209
1,59.9,269
1,109.9,281
1,116.1,271
1,108.3,101
1,67.9,192
1,380.0,180
1,49.9,399
1,119.5,47
1,78.9,290
1,299.08,60
1,59.9,381
1,72.0,328
1,14.9,418
1,2999.89,531
1,154.9,340
1,55.6,298
1,116.99,207
1,109.9,105
1,58.5,162
1,23.3,278
1,89.99,188
1,230.0,121
1,72.99,42
1,189.89,443
1,139.98,27
1,79.0,349
1,145.0,23
1,14.49,110
1,99.0,303
1,12.5,427
1,134.17,593
1,110.32,47
1,18.9,48
1,59.9,472
1,23.99,355
1,39.99,173
1,28.0,81
1,95.9,24
1,35.0,81
1,78.9,287
1,111.08,371
1,538.9,464
1,56.99,425
1,19.9,38
1,298.9,236
1,625.99,381
1,39.9,238
1,65.49,217
1,46.0,65
1,120.0,17
1,386.75,265
1,74.9,227
1,110.32,74
1,44.0,108
1,39.9,166
1,18.9,349
1,89.9,45
1,24.9,278
1,27.99,251
1,49.95,410
1,103.49,328
1,309.0,538
1,49.9,378
1,49.0,242
1,39.9,288
1,39.0,84
1,99.9,368
1,51.9,579
1,19.9,354
1,59.9,315
1,39.9,559
1,249.9,316
1,29.98,195
1,59.9,328
1,59.9,196
1,579.8,232
2,120.99,226
1,59.9,333
1,21.9,278
1,129.0,262
1,89.9,464
1,99.9,237
1,42.0,65
1,14.2,171
1,199.99,159
1,15.9,289
1,43.74,522
1,44.99,207
1,23.7,220
1,49.9,267
1,112.99,38
1,117.3,421
1,99.0,209
1,81.99,434
1,79.9,276
1,160.0,12
1,49.4,322
1,325.0,277
1,32.5,13
1,89.0,348
1,125.4,38
1,204.0,202
1,29.5,242
3,168.9,104
1,150.0,201
2,99.8,209
1,155.9,131
1,172.0,442
1,41.8,20
1,520.0,28
1,168.98,201
1,650.0,540
1,99.0,167
2,124.98,365
1,39.9,95
1,3099.0,18
1,18.99,398
1,115.0,159
1,115.0,281
1,37.9,297
1,127.9,384
1,59.9,99
1,60.0,47
1,32.5,280
1,59.9,513
1,115.9,373
1,650.0,13
1,12.97,411
1,149.9,84
1,89.99,298
2,59.98,18
1,49.9,450
1,19.9,352
1,149.99,317
1,106.9,389
1,9.0,402
1,21.9,250
1,49.0,475
1,97.9,458
1,127.0,203
1,139.0,89
1,89.18,131
1,39.9,450
1,67.9,190
1,49.0,158
1,13.99,306
1,99.9,291
1,29.99,289
1,59.9,403
1,19.99,125
1,46.99,188
1,292.9,520
1,59.9,383
1,34.9,144
1,179.9,137
1,89.9,596
1,39.9,481
1,98.9,161
1,31.0,96
1,34.5,293
1,49.9,519
1,34.9,198
1,98.72,200
2,59.98,49
1,170.9,193
1,25.0,299
1,94.5,121
1,320.99,117
1,99.0,349
1,109.9,604
1,248.99,234
1,279.0,289
1,42.0,373
1,26.99,18
1,29.99,224
1,14.49,29
1,147.0,174
1,159.99,280
1,54.0,418
1,12.88,102
1,59.7,230
1,35.9,51
1,44.9,452
1,29.9,239
1,107.6,427
1,10.6,26
1,319.49,295
1,415.99,478
1,78.0,126
1,15.9,156
1,595.0,433
1,56.99,265
1,159.9,38
1,78.64,475
1,49.99,90
1,22.5,345
1,80.0,269
1,9.9,275
1,49.8,545
1,22.32,17
1,69.9,21
1,64.99,134
1,92.34,138
1,99.9,529
1,169.9,159
1,139.9,204
1,45.9,382
1,15.32,501
1,259.9,228
1,149.0,399
1,169.0,5
1,22.0,111
1,34.89,169
1,79.0,71
1,75.0,401
1,41.8,5
1,22.99,479
1,89.9,349
1,103.99,580
1,149.9,166
1,39.99,237
1,40.8,118
2,143.8,500
1,99.9,433
1,29.0,354
1,49.0,25
1,149.9,198
1,18.99,389
1,339.9,269
1,79.9,266
1,213.9,230
1,99.9,341
1,49.88,354
5,130.0,445
1,1224.99,155
1,31.0,115
1,29.99,14
1,81.0,550
1,43.0,40
1,69.99,489
1,18.9,469
1,419.9,591
1,109.9,319
1,129.0,150
1,467.0,471
1,105.9,257
1,179.0,232
1,74.99,31
1,89.18,171
1,84.9,527
1,31.9,181
1,49.99,277
1,49.9,256
1,30.9,347
1,205.0,396
1,22.9,34
1,23.2,537
1,199.9,571
1,59.9,306
1,98.9,98
1,382.0,442
1,79.0,282
1,100.8,130
1,121.9,89
1,84.9,369
1,14.9,398
1,149.0,520
1,39.9,568
1,29.9,292
1,196.0,500
1,59.9,291
1,45.99,107
1,44.0,373
1,269.99,329
1,18.98,194
1,179.99,453
1,5.7,417
1,29.9,216
1,29.9,167
1,59.9,435
1,166.9,27
1,49.9,212
1,49.99,182
1,139.9,167
1,129.6,481
1,18.0,172
1,31.9,283
1,45.99,177
2,77.95,442
1,200.0,440
1,179.9,94
1,29.99,205
1,5.2,227
1,143.8,355
1,69.9,58
1,229.99,271
1,230.0,14
1,149.9,173
2,185.0,141
2,94.8,67
1,14.46,489
1,64.0,434
1,289.0,382
1,79.0,32
1,12.25,203
1,59.5,552
1,54.9,272
1,199.0,267
1,169.9,222
1,2649.0,454
1,19.9,138
1,48.9,394
1,99.9,590
1,111.6,136
1,79.99,167
1,13.9,215
1,49.9,283
1,115.9,238
1,28.9,118
1,49.99,228
1,239.0,564
1,49.99,496
1,69.9,206
1,53.9,103
1,166.99,175
1,49.0,234
1,122.99,76
1,9.9,565
1,34.38,147
1,49.95,148
1,30.0,59
1,17.99,97
1,53.9,123
1,56.99,329
1,109.9,137
1,28.0,596
1,22.8,167
1,27.99,328
1,16.99,377
1,25.49,94
1,47.9,483
1,69.9,233
1,19.9,333
1,35.0,359
1,94.99,326
1,72.0,170
1,99.0,247
1,119.0,162
1,35.0,47
1,139.9,332
1,59.9,206
1,135.0,187
1,89.18,145
1,23.9,156
1,139.0,64
1,97.0,272
1,279.99,412
1,79.99,16
1,66.99,70
1,59.9,360
1,29.99,508
1,19.9,282
1,42.0,146
1,45.99,288
1,89.1,153
1,94.98,425
1,79.9,22
1,59.9,34
1,69.9,131
1,84.99,472
1,129.99,469
1,289.0,108
1,199.9,238
1,82.9,495
1,59.99,393
1,114.9,282
1,168.0,43
1,51.5,186
1,89.9,262
1,171.0,296
1,59.9,207
1,49.77,153
1,99.9,576
1,99.9,364
1,205.99,455
1,29.99,254
1,145.0,19
1,23.9,94
1,69.5,68
1,14.8,131
1,24.9,292
1,146.99,311
1,59.9,188
2,94.0,326
1,42.0,30
1,39.9,518
1,34.0,229
1,108.0,223
1,325.0,338
1,19.0,173
1,899.0,275
1,59.9,105
1,9.9,234
2,151.9,348
1,79.99,171
1,119.9,206
1,62.0,471
1,49.9,531
1,2299.99,85
1,59.9,163
1,65.5,81
1,129.9,67
1,1199.9,24
1,99.9,190
1,59.9,307
1,84.99,270
1,42.49,27
1,65.0,161
1,45.9,299
1,65.9,534
1,69.9,109
2,107.8,192
1,56.99,213
2,52.8,18
1,91.49,293
1,76.0,260
1,122.99,17
1,6.0,553
1,43.9,346
1,118.5,79
1,149.9,316
1,59.9,22
1,36.85,425
1,69.9,566
2,155.49,237
2,351.82,462
1,84.9,49
1,199.0,134
1,27.6,50
1,79.99,440
1,45.0,44
1,48.9,139
1,138.0,201
1,189.9,494
1,109.9,123
1,36.9,200
1,59.99,156
2,514.0,26
1,29.9,264
1,130.0,273
1,49.0,280
1,59.0,224
1,59.9,401
1,131.9,153
1,40.0,387
1,149.9,225
1,179.99,107
1,122.99,16
1,16.0,263
1,95.0,206
1,248.99,279
1,139.9,428
1,210.0,145
1,21.9,157
1,689.89,192
1,112.99,459
1,30.0,179
1,99.99,121
1,34.9,141
1,84.99,527
1,24.9,405
1,79.0,283
1,56.99,228
1,19.9,335
1,100.6,267
1,160.0,336
1,139.99,242
1,139.9,555
1,89.0,284
1,219.99,111
1,89.9,370
1,100.0,116
1,84.9,17
1,69.9,65
1,57.9,503
1,29.99,241
1,149.9,238
1,739.9,562
1,6.9,27
1,99.9,236
1,156.89,353
1,49.0,319
1,199.96,492
1,69.9,108
1,79.99,542
1,22.5,412
1,13.99,494
1,79.9,139
1,289.99,70
1,99.99,307
1,49.99,564
1,980.0,44
1,99.0,104
1,11.99,431
1,235.0,536
1,159.49,62
2,828.99,282
1,99.9,314
1,39.0,116
1,24.99,111
1,49.99,369
1,1688.0,219
1,86.25,60
1,89.0,235
1,59.9,307
1,48.99,318
1,199.99,202
1,850.0,369
1,39.9,276
1,85.5,27
1,65.99,389
1,125.0,424
1,90.0,160
1,414.62,21
1,39.99,242
1,48.9,117
2,161.89,15
1,53.69,103
1,14.49,9
1,13.65,227
1,137.98,525
1,194.0,217
1,89.0,13
1,71.82,449
1,79.0,369
1,39.9,379
1,99.99,293
1,242.0,128
1,54.9,248
1,78.0,358
1,21.99,261
1,49.0,281
1,40.0,292
1,279.64,551
1,199.0,225
1,129.0,29
1,114.9,112
1,59.99,32
1,241.1,328
1,67.0,231
1,429.0,108
2,159.8,499
1,52.9,362
1,44.0,285
1,199.7,190
1,246.0,506
1,219.0,87
1,207.5,485
1,99.0,79
2,126.8,463
1,49.0,475
1,189.9,67
1,79.9,26
1,150.0,89
1,18.9,280
1,550.9,180
1,399.0,132
1,38.9,199
1,119.39,273
1,138.9,223
1,69.9,79
1,19.9,234
1,25.99,573
1,29.9,205
1,39.99,219
1,69.0,188
1,56.99,249
1,62.0,10
2,179.8,279
1,124.9,140
1,9.99,194
1,119.9,490
1,59.99,390
1,85.0,33
1,65.99,282
1,209.0,547
1,47.49,167
1,11.87,27
1,524.9,124
1,110.32,84
1,135.0,304
1,119.99,424
1,34.99,247
1,249.6,528
1,53.9,123
1,54.0,173
1,19.9,175
2,95.03,419
1,220.0,176
1,119.9,422
1,74.0,279
1,44.8,376
1,119.99,238
1,79.99,462
1,59.9,346
2,99.8,312
1,224.0,162
1,149.9,84
1,69.9,118
1,55.0,10
1,17.95,588
1,349.9,294
1,25.9,58
1,97.9,488
1,149.99,382
1,349.9,407
1,53.55,110
1,115.0,246
1,124.9,63
1,36.0,291
1,198.99,413
2,103.8,20
1,49.9,271
1,22.0,148
1,47.49,217
1,399.99,573
1,78.8,387
1,169.99,352
1,75.9,106
1,12.5,67
1,41.99,85
1,229.99,120
1,89.0,172
1,120.0,121
1,144.9,122
1,879.0,27
1,34.9,357
1,107.0,373
1,337.18,53
1,50.99,123
1,124.9,209
1,59.9,275
1,99.9,219
1,39.0,110
1,119.0,123
1,25.99,488
1,45.9,348
1,160.0,131
1,21.49,223
1,98.99,154
1,219.0,167
1,29.5,224
1,22.99,361
1,99.99,279
1,89.9,70
1,69.9,199
1,29.9,25
1,99.9,447
1,61.1,32
1,249.9,89
1,169.9,82
1,229.99,50
1,99.9,347
1,39.9,86
1,12.0,261
1,87.9,327
1,107.0,389
1,79.9,324
1,84.99,302
1,74.9,19
1,99.99,131
1,300.0,317
1,69.99,371
1,19.9,236
1,48.98,384
1,31.9,367
1,44.99,363
1,115.99,224
1,39.9,308
1,39.9,331
1,99.9,152
1,84.9,215
1,247.0,122
1,107.0,265
1,22.9,337
1,99.9,693
1,59.99,56
2,278.9,204
1,41.9,99
1,37.0,145
1,59.9,281
1,108.0,236
1,69.0,19
1,249.99,271
2,219.8,494
1,32.98,220
1,79.9,45
1,119.9,369
1,99.0,146
1,219.97,387
1,59.9,111
1,29.0,383
1,18.99,431
1,59.9,233
1,59.0,61
1,85.0,105
1,45.0,55
1,5.9,510
1,24.9,17
1,817.0,25
1,79.95,397
1,64.9,282
2,223.0,23
1,16.9,416
1,119.99,97
1,84.0,467
1,55.23,354
1,173.9,140
1,80.0,370
1,21.99,235
1,18.98,213
1,59.99,335
1,45.9,136
1,89.0,66
1,49.9,381
1,109.9,150
1,69.0,45
1,38.99,258
1,74.99,262
1,89.9,533
1,23.95,141
1,59.0,227
1,131.9,455
1,55.0,144
1,79.99,72
1,119.99,589
1,84.99,282
1,134.99,21
1,69.0,481
1,49.0,180
1,299.99,276
1,65.99,260
1,159.9,107
1,59.9,394
1,35.0,227
1,56.99,283
1,159.0,403
1,35.0,68
1,140.0,34
1,179.0,125
1,29.99,318
2,174.9,179
1,36.0,32
1,22.0,487
1,119.99,324
1,149.9,288
1,190.32,27
1,149.97,36
1,119.9,381
1,27.99,297
1,179.9,465
1,70.47,167
1,249.0,133
1,79.0,297
1,217.9,472
1,98.0,363
1,86.6,122
1,78.0,231
1,39.0,115
1,89.0,419
1,299.9,321
1,82.99,271
1,49.9,248
1,56.1,14
1,119.9,499
1,59.99,313
1,159.0,152
1,29.9,693
1,21.9,199
1,20.0,575
1,27.9,194
1,47.9,67
1,70.0,20
1,106.9,197
1,79.9,304
1,219.0,33
1,12.95,102
1,69.86,59
1,134.99,405
1,102.0,125
1,87.0,418
1,348.8,327
1,9.9,72
1,27.9,199
1,59.9,20
1,789.0,29
1,93.49,289
1,269.0,297
1,89.9,398
1,59.9,372
1,59.99,99
1,197.5,96
1,47.9,182
1,85.5,171
1,34.9,358
1,219.9,84
1,23.99,43
1,126.2,506
1,55.9,30
1,49.95,179
1,248.0,697
2,479.8,151
1,79.9,482
1,149.65,81
1,19.9,9
1,49.99,329
1,99.0,24
1,106.99,211
1,124.9,86
1,61.9,231
1,40.0,325
1,59.0,384
1,27.93,80
1,52.0,273
1,23.99,121
1,167.92,445
1,28.99,23
1,194.99,310
1,349.99,503
1,72.95,120
1,125.9,101
1,89.99,88
1,69.9,232
1,269.99,411
1,159.9,45
2,203.84,119
1,23.7,159
1,99.9,335
1,79.9,20
1,64.99,471
1,89.0,40
1,220.0,33
1,49.9,48
1,119.0,29
1,111.08,378
1,24.9,425
1,259.9,464
1,89.99,326
1,59.99,411
1,11.97,16
1,119.6,568
1,89.9,457
1,49.1,70
1,99.99,284
1,73.99,293
1,35.0,237
1,75.0,246
1,117.3,180
1,126.49,16
1,149.99,254
1,47.49,198
1,69.5,33
1,89.1,179
1,31.9,417
1,229.99,280
1,120.0,229
1,41.56,296
1,13.65,280
1,179.0,163
1,39.0,138
1,209.9,97
1,149.0,459
1,99.9,301
1,299.0,429
1,69.9,168
1,179.9,289
1,89.9,423
1,59.9,191
1,19.99,177
1,44.9,463
1,39.9,35
1,110.0,136
1,14.9,431
1,53.9,495
1,53.89,174
1,429.98,46
1,40.8,136
1,849.99,139
1,149.0,408
1,58.9,276
1,79.0,196
1,12.88,473
1,169.9,30
1,1349.99,350
1,229.99,201
1,49.0,273
1,19.9,397
1,599.99,309
1,29.9,194
2,69.9,545
1,69.9,468
1,118.99,382
1,37.95,123
1,20.9,15
4,67.6,512
1,23.99,252
1,37.0,437
1,204.0,189
1,84.9,248
1,55.0,93
1,65.0,308
1,89.9,463
1,199.0,368
1,29.9,291
1,89.9,171
1,35.0,146
1,198.89,380
1,69.0,220
2,212.0,34
1,47.9,69
1,130.0,129
1,139.9,329
1,181.01,220
1,69.9,24
1,6.04,173
1,19.9,41
1,138.0,351
1,106.9,531
1,140.99,232
1,129.9,282
2,294.8,11
1,79.0,282
1,13.65,63
1,69.9,314
2,110.0,216
1,152.0,122
1,79.9,29
1,42.0,333
1,59.55,232
1,89.9,351
1,151.3,31
1,39.99,279
1,68.5,15
1,115.0,77
1,59.9,195
1,19.5,555
2,48.6,440
1,13.65,320
1,69.0,495
1,232.9,18
1,65.9,144
1,98.9,580
1,39.99,230
1,219.99,311
1,699.4,144
1,59.0,188
1,89.9,396
1,110.0,517
1,27.99,294
1,89.18,547
1,12.99,73
1,149.99,255
1,13.65,194
1,65.0,526
1,149.9,271
1,49.99,579
1,284.9,421
1,38.99,242
1,35.0,147
1,39.9,62
1,89.0,320
1,78.9,37
1,56.99,351
1,204.0,194
1,40.99,116
1,6.0,101
1,23.9,56
1,9.0,181
1,49.9,303
1,34.9,11
2,399.9,432
1,65.0,180
1,105.0,83
1,59.9,213
1,38.9,143
1,54.9,350
1,49.99,110
1,16.99,509
1,249.0,238
1,53.9,125
1,179.99,202
1,29.0,223
1,898.9,350
1,37.9,417
1,29.99,204
1,29.99,153
1,157.0,550
1,430.0,118
1,75.0,66
1,129.9,130
1,199.0,345
1,149.9,151
1,34.9,403
1,99.9,327
1,12.25,130
1,69.99,230
1,130.0,99
1,198.8,32
1,79.9,88
1,192.99,208
1,49.9,469
1,24.99,145
1,24.9,497
1,49.9,211
1,45.97,20
1,49.99,94
1,136.99,235
1,64.99,84
1,145.0,112
1,183.0,291
1,119.0,137
1,99.99,515
1,20.9,18
1,1999.0,309
1,118.9,116
1,190.0,147
1,14.99,255
1,130.0,111
1,149.0,75
1,168.0,128
1,125.0,66
1,149.9,331
1,20.0,208
1,35.99,492
1,108.0,213
1,189.9,493
1,29.9,249
1,49.0,476
1,199.94,320
1,178.5,457
1,45.95,409
1,58.99,81
1,189.9,81
1,114.9,529
1,69.9,220
1,39.9,84
1,119.0,122
1,99.0,361
1,149.0,423
1,49.9,259
1,179.0,275
1,52.99,177
1,24.99,107
1,59.0,239
1,249.99,109
1,115.9,26
1,192.99,181
1,89.9,96
1,268.0,159
1,29.0,296
1,70.89,306
1,169.0,363
2,142.8,191
1,29.0,279
1,119.9,257
1,53.6,402
1,58.9,304
1,73.97,241
1,175.9,363
1,109.95,308
2,255.19,29
1,26.1,391
1,459.99,159
1,50.0,280
1,36.9,234
1,199.0,184
1,41.99,136
1,85.9,5
1,219.99,479
2,220.0,550
1,38.89,49
1,53.9,116
1,19.77,183
1,82.0,195
1,169.9,27
1,499.99,132
1,120.0,111
1,39.29,525
1,398.0,284
1,135.0,189
1,84.99,250
1,24.99,106
1,42.99,25
1,145.9,25
1,79.0,343
1,120.0,137
1,117.3,573
1,49.0,145
1,19.93,37
1,10.99,117
1,93.0,120
1,119.9,363
1,99.0,540
1,59.9,23
1,669.99,47
1,535.9,186
1,178.99,123
1,179.9,81
1,39.9,447
1,59.9,360
1,49.9,203
1,149.9,223
1,29.9,454
1,120.0,274
1,59.9,363
1,159.99,441
1,114.6,237
1,146.0,316
1,99.0,348
1,69.9,210
2,217.66,92
1,111.9,327
1,44.0,32
1,108.0,251
1,64.99,142
1,139.9,129
1,30.0,216
1,64.9,212
2,92.92,144
1,89.9,208
1,140.0,282
2,220.64,47
1,209.0,147
1,44.99,417
1,24.9,410
1,119.9,436
1,59.0,282
1,39.99,202
1,185.0,88
1,129.9,212
1,25.04,88
1,122.99,186
1,170.0,26
1,38.9,95
1,119.9,407
1,19.95,20
1,99.0,346
1,27.99,335
1,16.99,46
1,90.0,193
1,45.0,219
1,339.99,508
1,39.9,697
1,144.9,75
1,2130.0,538
1,49.0,27
1,13.8,584
1,149.99,77
1,55.9,33
1,142.99,573
1,343.4,547
1,149.0,196
1,79.99,132
1,99.9,194
1,89.9,116
1,2199.99,580
1,20.9,370
1,129.0,262
3,272.9,87
1,75.0,103
1,84.99,270
1,120.0,217
1,149.9,89
1,49.9,17
1,59.9,396
1,200.0,268
1,119.9,264
1,29.5,320
1,56.99,340
1,14.9,128
1,56.99,260
1,400.0,415
1,29.9,481
1,89.99,270
1,24.99,394
1,103.97,416
1,56.99,336
1,370.0,594
1,84.99,263
1,34.99,88
1,19.83,26
1,99.9,263
1,59.9,350
1,28.9,352
1,309.9,357
1,190.83,295
1,160.0,131
1,479.99,232
1,110.0,132
1,69.99,433
1,11.99,540
1,199.0,47
1,149.9,220
1,99.9,282
3,429.0,111
1,23.99,199
1,54.9,367
1,34.99,395
1,31.9,283
2,299.0,111
1,35.0,123
1,104.0,432
1,289.0,12
1,49.99,568
1,53.99,176
1,115.0,162
1,39.99,202
1,124.8,170
1,29.5,185
1,119.99,263
1,116.9,330
1,712.5,277
1,59.9,461
1,84.99,496
1,14.5,54
1,29.99,182
1,129.9,207
1,15.5,444
1,89.9,372
1,49.0,139
1,64.99,128
1,18.95,34
1,39.99,217
1,38.25,328
1,50.9,547
1,15.0,359
1,49.0,265
1,59.9,334
1,69.9,48
1,119.9,131
1,38.79,19
1,56.99,389
1,249.0,292
1,149.9,137
1,29.98,176
2,139.98,116
1,140.0,282
1,149.0,212
1,57.9,222
3,135.88,400
1,2400.0,283
1,199.9,533
1,89.99,119
1,47.9,187
1,209.99,39
1,29.99,121
1,75.0,120
1,49.99,463
1,19.9,325
1,289.99,496
1,135.0,150
1,120.0,280
1,29.99,131
1,25.9,696
1,119.9,189
1,89.0,213
1,159.9,263
1,48.9,25
1,75.0,161
1,87.0,212
1,59.9,110
1,20.0,353
1,85.0,545
1,120.0,412
1,62.49,75
1,69.9,109
1,550.99,108
1,13.65,213
1,42.9,44
1,42.0,162
1,80.0,423
1,85.0,337
1,129.9,431
1,26.0,129
1,339.9,44
1,114.99,140
1,55.0,122
2,69.8,566
1,139.0,174
1,57.89,105
1,88.9,179
1,799.0,15
1,27.9,39
1,39.99,162
2,95.9,539
1,35.99,454
1,23.99,197
1,18.9,79
1,357.82,14
1,84.9,193
1,34.9,430
1,79.9,268
1,126.0,282
1,28.5,52
1,44.99,693
1,128.26,223
1,54.99,415
1,55.0,337
1,89.9,282
1,289.9,219
1,59.0,17
1,139.99,222
1,69.99,524
1,129.0,234
1,39.0,9
1,16.99,489
1,75.89,220
1,99.9,271
1,89.9,494
1,84.9,223
1,18.75,173
1,34.9,183
1,29.99,298
1,225.0,275
1,35.0,165
1,199.9,94
1,126.99,531
1,24.12,61
1,23.9,569
1,49.99,101
1,29.9,230
1,59.9,364
1,22.9,195
1,49.9,265
1,199.0,186
1,79.99,137
1,29.9,26
1,64.9,282
1,29.99,214
1,40.0,548
1,118.99,380
1,75.0,312
1,194.9,314
1,23.9,102
1,24.9,436
1,49.0,282
1,59.9,364
1,89.7,117
1,139.0,569
1,84.99,196
1,45.9,378
1,29.9,259
1,89.9,19
1,29.99,388
1,102.9,23
1,69.9,195
1,119.9,538
1,138.0,32
1,63.7,69
1,49.9,48
1,209.99,257
1,19.9,9
1,32.0,11
1,51.67,46
1,69.9,124
1,89.0,113
1,209.99,111
1,39.0,74
1,54.9,354
1,129.0,241
1,19.99,328
1,39.9,295
1,69.9,542
1,139.9,585
1,122.99,181
1,159.0,223
1,399.99,28
1,189.0,120
1,256.0,148
1,17.9,122
1,108.99,46
1,159.49,116
2,39.98,447
1,40.8,203
1,169.9,63
1,35.0,80
1,37.9,221
1,105.99,312
1,49.9,14
1,36.9,43
1,299.3,187
1,40.8,222
1,120.7,454
1,299.99,315
1,149.9,349
1,238.64,226
1,69.9,232
1,98.0,423
1,329.9,210
1,99.99,383
1,75.0,172
1,99.9,97
2,295.0,229
1,129.0,281
1,89.99,151
1,48.89,394
1,6.0,263
1,259.9,440
1,35.0,61
1,10.0,111
1,38.95,31
1,109.9,271
1,17.9,89
1,79.9,329
1,110.0,130
1,60.0,209
1,27.99,241
1,115.32,118
1,89.99,403
1,23.99,301
1,65.9,360
1,59.0,488
1,149.99,328
1,119.9,164
1,280.0,391
1,148.0,483
2,159.8,467
1,69.9,82
1,99.0,330
1,18.0,18
1,189.9,182
1,19.99,275
1,72.0,159
1,33.0,161
1,195.0,368
1,527.9,30
1,59.9,302
1,34.3,274
1,35.0,159
1,13.98,477
1,88.9,188
1,38.49,296
1,105.0,33
1,144.41,196
1,110.0,381
1,49.9,509
1,40.0,128
1,35.12,390
1,69.9,282
1,9.9,136
1,489.0,466
1,49.99,137
1,89.9,529
1,86.0,51
1,18.99,399
1,229.0,198
1,89.18,230
1,49.0,561
1,70.0,60
1,114.9,154
1,55.0,233
1,49.9,31
1,220.0,298
1,79.9,62
1,99.9,144
1,119.99,276
1,29.9,285
1,27.9,132
1,32.9,57
1,48.9,368
1,12.97,358
1,349.99,440
2,358.0,187
1,115.0,108
1,160.0,318
1,179.49,192
1,72.9,262
2,317.77,240
1,89.99,96
1,99.99,409
1,58.9,402
1,220.0,229
1,199.0,211
1,95.0,72
1,119.9,397
1,64.9,356
1,179.9,399
1,349.0,377
1,89.9,536
1,16.9,207
1,134.0,81
1,309.9,473
1,99.99,278
1,379.99,512
1,79.99,227
1,119.0,128
1,48.9,170
1,22.48,450
1,109.9,223
1,29.9,406
1,139.0,21
1,89.9,230
1,44.95,477
1,26.5,171
1,119.0,170
1,186.99,184
1,29.99,149
1,120.0,404
1,18.89,215
1,269.9,316
1,159.9,45
1,18.6,284
1,40.0,403
1,129.99,333
1,39.9,442
1,99.9,30
1,97.0,262
1,69.9,262
1,42.99,459
1,15.99,315
1,21.99,202
1,39.9,446
1,109.99,512
1,24.9,430
1,18.99,494
1,69.0,240
1,149.9,278
1,29.99,63
1,109.9,337
1,59.9,330
1,45.9,334
1,259.9,159
1,25.99,382
1,133.0,368
2,111.9,386
1,174.0,367
1,59.9,512
1,13.65,161
1,25.0,132
1,49.9,24
1,99.9,208
1,65.99,334
1,129.9,466
1,39.99,591
1,12.25,124
1,17.99,528
1,79.9,267
1,69.99,145
1,99.99,349
1,399.99,544
1,48.99,515
1,50.0,356
1,209.0,150
1,24.9,571
1,65.99,297
1,118.13,47
1,51.92,400
1,240.0,38
1,21.0,20
1,29.99,112
2,88.85,383
2,264.9,122
1,99.9,283
1,205.0,402
2,94.9,127
1,19.99,192
1,99.9,513
1,134.0,132
1,143.99,34
1,69.9,124
1,132.8,162
1,29.9,534
1,49.9,236
1,19.9,257
1,53.9,164
1,296.9,144
1,43.0,96
1,179.0,280
1,99.99,424
1,49.9,192
1,499.99,223
1,120.0,209
1,8.9,89
1,139.9,423
1,148.0,147
1,19.9,422
1,59.9,32
1,108.0,578
1,98.0,69
1,99.49,97
1,169.0,62
1,64.9,266
1,56.99,282
1,48.9,288
1,109.9,175
1,74.0,14
1,56.1,21
1,189.9,172
1,27.99,224
1,49.9,568
1,48.9,291
1,160.0,198
1,52.11,202
1,23.99,283
1,26.0,178
1,69.9,263
1,19.9,500
1,129.9,12
1,15.9,143
1,99.9,350
1,1653.88,492
1,19.99,38
1,219.99,445
1,11.89,87
2,192.89,108
2,127.0,129
1,30.9,212
2,82.98,283
1,39.0,183
1,129.9,210
1,126.65,173
1,58.0,45
1,89.9,458
1,219.0,40
1,55.0,133
1,334.8,313
1,49.9,464
1,134.9,25
1,50.7,189
1,93.0,90
1,39.0,167
1,69.9,488
1,79.9,207
1,168.0,16
1,139.9,204
1,269.0,502
2,142.9,265
1,18.99,417
1,89.9,304
1,125.9,60
1,129.9,98
1,99.0,224
1,265.0,193
2,482.0,273
1,59.99,489
1,38.5,500
1,299.99,359
1,177.99,348
1,14.9,7
1,179.9,165
1,39.99,109
1,69.0,457
1,54.9,233
1,89.9,478
1,139.9,396
1,499.0,294
1,49.9,186
1,69.9,470
1,79.9,154
1,59.0,262
1,109.9,396
1,75.0,22
1,55.0,118
1,61.9,157
1,12.99,471
1,89.9,136
1,139.9,441
1,200.0,264
1,69.9,182
1,110.0,122
1,34.0,25
1,117.79,345
1,59.9,371
1,79.98,130
1,299.0,91
1,79.9,61
1,249.0,263
1,69.9,229
1,179.9,233
1,48.9,118
1,29.9,573
1,36.85,508
1,189.9,362
1,105.0,154
1,44.99,240
1,40.8,190
1,299.99,151
1,84.9,86
1,50.9,447
1,215.0,148
1,24.99,166
1,319.0,295
1,59.9,138
1,18.99,554
1,24.99,159
1,40.71,14
1,68.9,417
2,317.17,41
1,76.0,546
